,TypeName,make,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
1006,735i,BMW,735,Limousine,3498,Zuzwil,291 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,238,schwarz,33900,Ab MFK,5,Automat sequentiell,Silver,12.1,l/100km
1007,E 250 CGI BlueEff Avgarde,Mercedes-Benz,E 250,Limousine,1796,Zuzwil,187 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,6,2010,Benzin,204,schwarz,29800,Ab MFK,5,Automat sequentiell,Silver,8.0,l/100km
1008,Alpine A310 V6,Renault,ALPINE,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,null,31000,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
1009,C5 3.0 V6 Exclusive,Citroen,C5,Limousine,2946,Zuzwil,226 g/km,Occasion,G,9.6 l/100km,5,Vorderradantrieb,6,2001,Benzin,208,schwarz,83800,Ab MFK,5,Schaltgetriebe manuell,Blue,9.6,l/100km
1010,Corolla 2.0 D4D L.Terra,Toyota,COROLLA,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,grau,144000,Ab MFK,5,Schaltgetriebe manuell,Silver,5.7,l/100km
1011,Arnage Green Label,Bentley,ARNAGE,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,4,2000,Benzin,354,beige,42300,Ab MFK,5,Automat,Silver,19.9,l/100km
1012,M6,BMW,M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,7,2005,Benzin,507,schwarz,8500,Ab MFK,4,Automatisiertes Schaltgetriebe,Silver,14.8,l/100km
1013,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,schwarz,60500,null,4,Automatik-Getriebe,Silver,12.9,l/100km
1014,575M,Ferrari,575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,3,2005,Benzin,517,grau,22500,Ab MFK,2,Automatik-Getriebe,Silver,21.8,l/100km
1015,X1 xDrive 25d Sport Line,BMW,X1,SUV / Geländewagen,1995,Zuzwil,145 g/km,Occasion,C,5.5 l/100km,5,Allrad,9,2012,Diesel,218,rot,39200,Ab MFK,5,Automat sequentiell,Silver,5.5,l/100km
1016,S 65 L AMG 650PS,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2004,Benzin,612,beige,61000,Ab MFK,5,Automat,Silver,14.9,l/100km
1017,456M GT,Ferrari,456,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,beige,35000,Ab MFK,4,Schaltgetriebe manuell,Silver,22.0,l/100km
1018,S 500,Mercedes-Benz,S 500,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,2,2009,Benzin,388,beige,52000,Ab MFK,5,Automat sequentiell,Silver,12.2,l/100km
1019,Golf R32 4Motion,VW,GOLF,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,Ab MFK,5,Automatisiertes Schaltgetriebe,Silver,9.8,l/100km
1020,RS 2600,Ford,CAPRI,Coupé,2632,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1971,Benzin,150,schwarz,64600,null,4,Schaltgetriebe,Blue,null,
1021,Windschutzscheibe,Renault,SPORT SPIDER,Cabriolet,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,9,2000,null,0,grau,8000,Ab MFK,2,Schaltgetriebe,Silver,null,
1022,Alpine,Renault,R5,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,7,1981,Benzin,93,mehrfarbig,147800,null,5,Schaltgetriebe,Silver,null,
1023,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2008,Benzin,612,schwarz,56200,Ab MFK,5,Automat sequentiell,Silver,14.8,l/100km
1024,Spider 2.0 16V TURBO,Renault,SPORT SPIDER,Cabriolet,1998,Zuzwil,null,Occasion,null,8.7 l/100km,2,Hinterradantrieb,6,1997,Benzin,200,schwarz,23500,null,2,Schaltgetriebe manuell,Silver,8.7,l/100km
1025,M6,BMW,M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,schwarz,34500,Ab MFK,4,Automatisiertes Schaltgetriebe,Silver,14.8,l/100km
1026,CL 500 Prime Edition,Mercedes-Benz,CL 500,Coupé,5461,Zuzwil,288 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,10,2006,Benzin,388,schwarz,72200,Ab MFK,4,Automat sequentiell,Silver,12.1,l/100km
1027,Range Rover 5.0 V8 SC,Land Rover,RANGE ROVER,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,10,2010,Benzin,510,schwarz,9000,Ab MFK,5,Automat,Silver,14.9,l/100km
1028,M5,BMW,M5,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,1999,Benzin,400,null,68500,null,5,Schaltgetriebe manuell,Silver,13.9,l/100km
1029,M Roadster,MG,null,Coupé,740,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1930,Benzin,0,schwarz,86000,Ab MFK,2,Schaltgetriebe,Silver,null,
1030,S 600 L,Mercedes-Benz,S 600,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2003,Benzin,500,beige,48100,Ab MFK,5,Automat,Silver,14.8,l/100km
1031,S-Type 4.0 V8,Jaguar,S-TYPE,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,5,1999,Benzin,276,beige,69200,Ab MFK,5,Automat,Blue,12.5,l/100km
1032,CSA Abarth,Fiat,SPIDER,Cabriolet,1755,Zuzwil,null,Occasion,null,null,2,null,7,1974,null,128,schwarz,120000,null,2,Schaltgetriebe,Silver,null,
1033,F360 Spider,Ferrari,F360,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,41000,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,19.3,l/100km
1034,B7 (E28),Bmw-Alpina,5 SERIES,Limousine,3430,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1985,Benzin,300,anthrazit,157000,null,5,Schaltgetriebe,Silver,null,
1035,Corniche,Rolls-Royce,CORNICHE,Cabriolet,6761,Zuzwil,456 g/km,Occasion,G,19.0 l/100km,2,Hinterradantrieb,7,2001,Benzin,329,beige,38000,Ab MFK,4,Automat,Silver,19.0,l/100km
1036,R34 GTR,Nissan,Skyline,Coupé,2568,Zuzwil,null,Occasion,null,null,2,Allrad,1,2007,Benzin,400,grau,2300,Tuning,4,Schaltgetriebe,Silver,null,
1037,quattro Turbo 20V,Audi,QUATTRO,Coupé,2225,Zuzwil,null,Occasion,null,null,2,Allrad,1,1990,Benzin,220,grau,125000,Ab MFK,5,Schaltgetriebe manuell,Silver,null,
1038,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,29300,"Ab MFK, Tuning",5,Automat sequentiell,Silver,14.0,l/100km
1039,Alpine A610 Turbo,Renault,ALPINE,Coupé,2962,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1992,Benzin,250,anthrazit,71600,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
1040,R8 GT Spyder 5.2,Audi,R8,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,6,2012,Benzin,560,schwarz,5900,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,14.2,l/100km
1041,Biturbo Spyder E,Maserati,BITURBO,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,beige,39500,null,2,Schaltgetriebe manuell,Silver,null,
1042,Elise,Lotus,ELISE,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,10,2003,Benzin,120,anthrazit,38200,Ab MFK,2,Schaltgetriebe manuell,Anthracite,7.7,l/100km
1043,SLK 350,Mercedes-Benz,SLK 350,Cabriolet,3498,Zuzwil,255 g/km,Occasion,null,10.6 l/100km,2,Hinterradantrieb,5,2008,Benzin,272,braun,3200,Ab MFK,2,Automatik-Getriebe,Blue,10.6,l/100km
1044,CLK 320 Sport,Mercedes-Benz,CLK 320,Coupé,3199,Zuzwil,242 g/km,Occasion,G,10.1 l/100km,2,Hinterradantrieb,6,1998,Benzin,218,blau,61000,Ab MFK,4,Automat,Silver,10.1,l/100km
1045,2CV6 Charleston,Citroen,2CV,Kleinwagen,602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,7,1986,Benzin,29,grau,80500,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
1046,E 430 Avantgarde,Mercedes-Benz,E 430,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,6,1998,Benzin,279,grau,48500,Ab MFK,5,Automat,Silver,13.9,l/100km
1047,Clio 3.0 Sport V6,Renault,CLIO,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,schwarz,61200,Ab MFK,2,Schaltgetriebe manuell,Silver,11.9,l/100km
1048,Alpine A310 V6,Renault,ALPINE,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1981,Benzin,150,grau,139200,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
1049,MP4-12C Coupé 3.8 V8,Mclaren,12C,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,4,2012,Benzin,626,schwarz,19900,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,12.3,l/100km
1050,null,Triumph,TR3,Cabriolet,1991,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,90,bordeaux,98320,Ab MFK,2,Schaltgetriebe manuell,Silver,null,
1051,CL 55 AMG,Mercedes-Benz,CL 55 AMG,Coupé,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,2,Hinterradantrieb,11,2002,Benzin,500,schwarz,48300,Ab MFK,4,Automat,Silver,13.2,l/100km
1052,S 320,Mercedes-Benz,S 320,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,2002,Benzin,224,schwarz,69100,Ab MFK,5,Automat,Silver,11.5,l/100km
1053,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,Ab MFK,0,Automat,Silver,null,
1054,Continental FlyingSpur6.0,Bentley,CONTINENTAL,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,5,2012,Benzin,560,braun,29000,Ab MFK,5,Automat,Blue,17.0,l/100km
1055,911 Carrera Cabrio,Porsche,911,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,Ab MFK,4,Schaltgetriebe manuell,Silver,11.8,l/100km
1056,911 GT3,Porsche,911,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,schwarz,42500,Ab MFK,4,Schaltgetriebe manuell,Silver,12.9,l/100km
1057,535d,BMW,535,Limousine,2993,Zuzwil,211 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,1,2006,Diesel,272,grau,29900,Ab MFK,5,Automat sequentiell,Silver,8.0,l/100km
1058,Corniche,Rolls-Royce,CORNICHE,Cabriolet,6761,Zuzwil,456 g/km,Occasion,G,17.8 l/100km,2,Hinterradantrieb,6,2002,Benzin,329,beige,42000,Ab MFK,4,Automat,Silver,17.8,l/100km
1059,DB7 Vantage Volante,Aston Martin,DB7,Cabriolet,5935,Zuzwil,472 g/km,Occasion,G,19.7 l/100km,2,Hinterradantrieb,4,2004,Benzin,416,mehrfarbig,29000,Ab MFK,4,Automat,Silver,19.7,l/100km
1060,SL 500,Mercedes-Benz,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,beige,29800,Ab MFK,2,Automat,Silver,14.3,l/100km
1061,tii,BMW,2002,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,mehrfarbig,93500,Ab MFK,5,Schaltgetriebe,Silver,null,
1062,750iL,BMW,750,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,Ab MFK,5,Automat sequentiell,Silver,14.2,l/100km
1063,Arnage Green Label,Bentley,ARNAGE,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,6,1999,Benzin,354,beige,85700,Ab MFK,5,Automat,Silver,19.9,l/100km
1064,M5,BMW,M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,27800,Ab MFK,5,Automatisiertes Schaltgetriebe,Silver,14.8,l/100km
1065,Clio 2.0 16V Sport,Renault,CLIO,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,schwarz,147900,null,5,Schaltgetriebe manuell,Blue,8.9,l/100km
1066,SLK 200 Kompressor,Mercedes-Benz,SLK 200,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,schwarz,160,Ab MFK,2,Automat sequentiell,Silver,8.2,l/100km
1067,M3 CSL,BMW,M3,Coupé,3246,Zuzwil,287 g/km,Occasion,G,11.9 l/100km,2,Hinterradantrieb,7,2004,Benzin,360,null,88000,Ab MFK,4,Automatisiertes Schaltgetriebe,Silver,11.9,l/100km
1068,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,306,beige,64000,Ab MFK,2,Automat,Silver,12.7,l/100km
1069,M5,BMW,M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,33600,Tuning,5,Automatisiertes Schaltgetriebe,Silver,14.8,l/100km
1070,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,24400,Ab MFK,2,Automat,Silver,12.7,l/100km
1071,CL 600,Mercedes-Benz,CL 600,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2002,Benzin,367,grau,137000,"Ab MFK, Direkt-/Parallelimport",4,Automat,Silver,13.4,l/100km
1072,6.0 AMG,Mercedes-Benz,SL 500,Cabriolet,5956,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1991,Benzin,380,blau,98000,Ab MFK,4,Automatik-Getriebe,Silver,null,
1073,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,beige,40300,Ab MFK,5,Automat sequentiell,Silver,14.8,l/100km
1074,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,grau,34000,Direkt-/Parallelimport,5,Automat,Silver,14.6,l/100km
1075,Discovery 3.9,Land Rover,DISCOVERY,SUV / Geländewagen,3950,Zuzwil,null,Occasion,null,16.4 l/100km,3,Allrad,7,1998,Benzin,185,anthrazit,55800,Ab MFK,5,Automatik-Getriebe,Silver,16.4,l/100km
1076,null,Chevrolet,CAMARO,Cabriolet,5733,Sursee,null,Occasion,null,null,0,null,3,1969,null,300,schwarz,10000,null,4,Schaltgetriebe,Blue,null,
1077,M5,BMW,M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,503,schwarz,31500,"Ab MFK, Tuning",5,Automatisiertes Schaltgetriebe,Silver,14.8,l/100km
1078,300SL W198,Mercedes-Benz,300,Coupé,2995,Sursee,null,Occasion,null,null,2,Hinterradantrieb,5,1955,null,215,rot,5000,null,0,Schaltgetriebe,Silver,null,
1079,Stilo 1.8 16V Swiss,Fiat,STILO,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,anthrazit,28800,Ab MFK,5,Schaltgetriebe manuell,Silver,8.0,l/100km
1080,Monte Carlo 137 AS,Lancia,null,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,Ab MFK,2,Schaltgetriebe,Silver,null,
1081,Deluxe,Toyota,CARINA,Limousine,1589,Zuzwil,null,Oldtimer,null,null,4,Hinterradantrieb,11,1972,Benzin,0,mehrfarbig,57700,Ab MFK,5,Schaltgetriebe,Silver,null,
1082,E 320 Elégance,Mercedes-Benz,E 320,Limousine,3199,Zuzwil,null,Occasion,null,11.9 l/100km,4,Hinterradantrieb,12,1996,Benzin,220,beige,56100,Ab MFK,5,Automat,Silver,11.9,l/100km
1083,Cayenne S,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,358 g/km,Neu,null,14.9 l/100km,5,Allrad,9,2009,Benzin,385,schwarz,1,Ab MFK,5,Automatik-Getriebe,Silver,14.9,l/100km
1084,M3,BMW,M3,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,11,2002,Benzin,343,schwarz,23900,Ab MFK,4,Schaltgetriebe manuell,Silver,12.1,l/100km
1085,650i xDrive,BMW,650,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,null,5400,Ab MFK,4,Automat sequentiell,Silver,9.3,l/100km
1086,Corvette 6.2,Chevrolet,CORVETTE,Coupé,6162,Zuzwil,316 g/km,Occasion,G,13.3 l/100km,2,Hinterradantrieb,3,2008,Benzin,437,schwarz,33000,Ab MFK,2,Schaltgetriebe manuell,Silver,13.3,l/100km
1087,Coupé GT,Maserati,COUPÉ GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,schwarz,53000,"Ab MFK, Direkt-/Parallelimport",4,Automatisiertes Schaltgetriebe,Blue,17.5,l/100km
1088,F360 Modena Berlinetta,Ferrari,F360,Coupé,3586,Zuzwil,415 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,5,2000,Benzin,400,schwarz,28000,Ab MFK,2,Schaltgetriebe manuell,Silver,17.9,l/100km
1089,328i Coupé,BMW,328,Coupé,2792,Zuzwil,null,Occasion,null,9.2 l/100km,2,Hinterradantrieb,8,1996,Benzin,193,beige,69800,Ab MFK,5,Schaltgetriebe manuell,Silver,9.2,l/100km
1090,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,null,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,schwarz,94000,Ab MFK,5,Automat sequentiell,Silver,14.8,l/100km
1091,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,schwarz,36900,Ab MFK,5,Automat sequentiell,Silver,14.6,l/100km
1092,F355 Berlinetta,Ferrari,F355,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,schwarz,29000,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,20.8,l/100km
1093,S60 2.4T,Volvo,S60,Limousine,2435,Zuzwil,220 g/km,Occasion,G,9.2 l/100km,4,Vorderradantrieb,4,2001,Benzin,200,schwarz,145000,Ab MFK,5,Schaltgetriebe manuell,Silver,9.2,l/100km
1094,Viper GTS,Chrysler,VIPER,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,schwarz,66900,Ab MFK,2,Schaltgetriebe manuell,Silver,18.8,l/100km
1095,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2000,Benzin,420,schwarz,127800,Ab MFK,4,Schaltgetriebe manuell,Silver,12.9,l/100km
1096,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,156000,Ab MFK,5,Automat,Silver,15.7,l/100km
1097,RS200 EVO Gruppe B,Ford,null,Coupé,2100,Zuzwil,null,Occasion,null,null,2,Allrad,8,1986,Benzin,600,null,1000,null,2,Schaltgetriebe,Silver,null,
1098,A8 4.2 quattro,Audi,A8,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,grau,26700,Ab MFK,5,Automat,Blue,12.0,l/100km
1099,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2010,Benzin,580,schwarz,26300,Ab MFK,5,Automat,Silver,14.0,l/100km
1100,Panamera 4S 4.8,Porsche,PANAMERA,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,11,2010,Benzin,400,schwarz,57600,Ab MFK,4,Automatisiertes Schaltgetriebe,Silver,10.8,l/100km
1101,X5 4.4i,BMW,X5,SUV / Geländewagen,4398,Zuzwil,317 g/km,Occasion,G,13.1 l/100km,5,Allrad,8,2005,Benzin,320,schwarz,14700,Ab MFK,5,Automat sequentiell,Silver,13.1,l/100km
1102,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,21400,Ab MFK,2,Automat,Silver,13.5,l/100km
1103,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,null,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,schwarz,46900,Ab MFK,5,Automat sequentiell,Silver,14.6,l/100km
1104,E 320 CDI Avantgarde,Mercedes-Benz,E 320,Limousine,2987,Zuzwil,202 g/km,Vorführmodell,G,7.6 l/100km,4,Hinterradantrieb,6,2007,Diesel,224,schwarz,100,Ab MFK,5,Automat sequentiell,Silver,7.6,l/100km
1105,F360 Modena Berlinetta,Ferrari,F360,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,11,2000,Benzin,400,schwarz,25000,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,19.3,l/100km
1106,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,306,blau,33000,Ab MFK,2,Automat,Silver,12.7,l/100km
1107,Murciélago LP670-4 SV Cpé,Lamborghini,MURCIÉLAGO,Coupé,6496,Zuzwil,480 g/km,Occasion,G,20.6 l/100km,2,Allrad,5,2010,Benzin,670,schwarz,20800,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,20.6,l/100km
1108,Panamera 4S 4.8,Porsche,PANAMERA,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,5,2010,Benzin,400,beige,35500,Ab MFK,4,Automatisiertes Schaltgetriebe,Silver,10.8,l/100km
1109,XJ 4.0 Sovereign,Jaguar,XJ,Limousine,3980,Zuzwil,310 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1997,Benzin,241,grau,161400,Ab MFK,5,Automat,Blue,12.6,l/100km
1110,S 600 L,Mercedes-Benz,S 600,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2003,Benzin,500,schwarz,128800,Ab MFK,5,Automat,Silver,14.8,l/100km
1111,X5 4.4i,BMW,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2001,Benzin,286,schwarz,91000,Ab MFK,5,Automat,Silver,13.9,l/100km
1112,Range Rover Sport 4.2 V8 SC,Land Rover,RANGE ROVER SPORT,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,5,2006,Benzin,390,beige,126300,Ab MFK,5,Automat,Silver,15.9,l/100km
1113,Cayenne Turbo S,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Neu,G,15.7 l/100km,5,Allrad,5,2007,Benzin,521,schwarz,400,Ab MFK,5,Automat sequentiell,Silver,15.7,l/100km
1114,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,4,2008,Benzin,500,schwarz,21000,Ab MFK,5,Automat,Silver,14.9,l/100km
1115,M5,BMW,M5,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,3,2012,Benzin,560,beige,19000,Ab MFK,5,Automatisiertes Schaltgetriebe,Silver,9.9,l/100km
1116,328i,BMW,328,Limousine,2793,Zuzwil,216 g/km,Occasion,null,9.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,193,grau,86300,Ab MFK,5,Automatik-Getriebe,Silver,9.1,l/100km
1117,330xi,BMW,330,Limousine,2979,Zuzwil,229 g/km,Occasion,null,9.6 l/100km,4,Allrad,11,2001,Benzin,231,null,124800,Ab MFK,5,Automatik-Getriebe,Silver,9.6,l/100km
1118,X5 4.4i,BMW,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,41900,Ab MFK,5,Automat sequentiell,Silver,13.9,l/100km
1119,B7 Turbo Limousine,Bmw-Alpina,7 SERIES,Limousine,3000,Zuzwil,null,Oldtimer,null,null,4,null,3,1980,Benzin,300,schwarz,129400,Ab MFK,5,Schaltgetriebe,Silver,null,
1120,Spyder GT,Maserati,SPYDER GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,3,2003,Benzin,390,grau,49300,Ab MFK,2,Automatik-Getriebe,Blue,17.5,l/100km
1121,Carrera GT,Porsche,CARRERA GT,Cabriolet,5733,Zuzwil,429 g/km,Occasion,G,17.8 l/100km,2,Hinterradantrieb,12,2006,Benzin,612,null,12000,null,2,Schaltgetriebe manuell,Silver,17.8,l/100km
