,TypeName,make,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
887,911 Carrera Cabrio,Porsche,911,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,1,1996,Benzin,285,grau,78000,Ab MFK,4,Schaltgetriebe manuell,Blue,11.9,l/100km
888,F360 Challenge stradale,Ferrari,F360,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,schwarz,27650,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,19.1,l/100km
889,CLS 55 AMG,Mercedes-Benz,CLS 55 AMG,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,6,2005,Benzin,476,schwarz,77000,Ab MFK,4,Automat sequentiell,Black,13.6,l/100km
890,E 240 Elégance,Mercedes-Benz,E 240,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,schwarz,89200,Ab MFK,5,Automat,Black,10.4,l/100km
891,E21,BMW,323,Coupé,2315,Zuzwil,null,Occasion,null,9.0 l/100km,2,null,9,1982,Benzin,143,null,64700,Ab MFK,5,null,Black,9.0,l/100km
892,911 Carrera 4 S Cabrio,Porsche,911,Cabriolet,3596,Zuzwil,294 g/km,Occasion,G,12.1 l/100km,2,Allrad,3,2004,Benzin,320,schwarz,75600,Ab MFK,4,Automat,Black,12.1,l/100km
893,911 Turbo Cabrio,Porsche,911,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2007,Benzin,480,schwarz,46500,Ab MFK,2,Schaltgetriebe manuell,Black,12.9,l/100km
894,Range Rover 4.6 HSE,Land Rover,RANGE ROVER,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,Ab MFK,5,Automat,Black,16.2,l/100km
895,SLK 32 AMG,Mercedes-Benz,SLK 32 AMG,Cabriolet,3199,Zuzwil,268 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,8,2003,Benzin,354,schwarz,123400,Ab MFK,2,Automat,Black,11.2,l/100km
896,B5 BiTurbo 4.4 V8,Bmw-Alpina,5 SERIES,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,schwarz,19100,Ab MFK,5,Automat sequentiell,Black,9.5,l/100km
897,Diablo 5.7,Lamborghini,DIABLO,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,mehrfarbig,55000,null,2,Schaltgetriebe manuell,Black,null,
898,Panamera Turbo 4.8,Porsche,PANAMERA,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,26800,Ab MFK,4,Automatisiertes Schaltgetriebe,Blue,12.2,l/100km
899,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,21400,Ab MFK,5,Automat sequentiell,Black,14.6,l/100km
900,320d Touring,BMW,320,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,anthrazit,162000,Ab MFK,5,Automat,Black,6.9,l/100km
901,Turbo,BMW,2002,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,schwarz,82600,Ab MFK,4,Schaltgetriebe,Black,null,
902,Alpine A310 V6,Renault,ALPINE,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1983,Benzin,150,mehrfarbig,111990,Ab MFK,4,Schaltgetriebe manuell,Black,null,
903,SL 500,Mercedes-Benz,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,schwarz,30400,Ab MFK,0,Automat,Black,14.3,l/100km
904,911 Carrera,Porsche,911,Coupé,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,9,2000,Benzin,300,schwarz,77600,Ab MFK,4,Schaltgetriebe manuell,Black,11.8,l/100km
905,X5 4.6is,BMW,X5,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,2,2002,Benzin,347,schwarz,23800,Ab MFK,5,Automat sequentiell,Black,14.9,l/100km
906,M5,BMW,M5,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,3,2013,Benzin,560,braun,4600,Ab MFK,5,Automatisiertes Schaltgetriebe,Black,9.9,l/100km
907,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,11,2008,Benzin,580,schwarz,48200,null,5,Automat sequentiell,Black,14.0,l/100km
908,Coupé GT,Maserati,COUPÉ GT,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,Ab MFK,4,Automatik-Getriebe,Black,17.5,l/100km
909,SL 63 AMG,Mercedes-Benz,SL 63 AMG,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,schwarz,19999,Ab MFK,2,Automat sequentiell,Blue,14.1,l/100km
910,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,braun,41100,Ab MFK,5,Automat sequentiell,Black,14.6,l/100km
911,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,anthrazit,45200,Ab MFK,2,Automat,Black,14.2,l/100km
912,S 350 L 4Matic,Mercedes-Benz,S 350,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,schwarz,110800,Ab MFK,5,Automat sequentiell,Black,10.6,l/100km
913,A4 Avant 3.0 V6,Audi,A4,Kombi,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,8,2002,Benzin,220,schwarz,101900,Ab MFK,5,Automatik-Getriebe,Black,9.7,l/100km
914,Touran 1.4 TSI Trend,VW,TOURAN,Kompaktvan / Minivan,1390,Zuzwil,180 g/km,Occasion,F,7.5 l/100km,5,Vorderradantrieb,3,2008,Benzin,140,anthrazit,71700,Ab MFK,7,Schaltgetriebe manuell,Black,7.5,l/100km
915,S 600 L,Mercedes-Benz,S 600,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,schwarz,125000,Ab MFK,5,Automat,Black,16.9,l/100km
916,CSL,BMW,3.0,Limousine,3003,Zuzwil,null,Occasion,null,null,2,null,1,1973,Benzin,200,schwarz,129800,Ab MFK,0,null,Black,null,
917,612,Ferrari,612,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,20.7,l/100km
918,G 55 AMG,Mercedes-Benz,G 55 AMG,SUV / Geländewagen,5439,Zuzwil,378 g/km,Occasion,G,15.9 l/100km,5,Allrad,1,2008,Benzin,500,schwarz,49600,Ab MFK,5,Automat sequentiell,Black,15.9,l/100km
919,CJ-5 12V ARMEEFAHRZEUG,Kaiser,null,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,schwarz,18000,Ab MFK,2,Schaltgetriebe,Black,null,
920,SL 600,Mercedes-Benz,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,394,schwarz,37000,Ab MFK,0,Automat,Blue,null,
921,S 320,Mercedes-Benz,S 320,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,Ab MFK,5,Automat,Black,11.5,l/100km
922,SL 500,Mercedes-Benz,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,grau,39800,Ab MFK,2,Automat,Black,14.3,l/100km
923,SL 500,Mercedes-Benz,SL 500,Cabriolet,5461,Zuzwil,291 g/km,Occasion,G,12.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,388,mehrfarbig,47900,Ab MFK,2,Automat sequentiell,Black,12.2,l/100km
924,HKT Seven GTS,Lotus,null,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,schwarz,16000,Ab MFK,2,Schaltgetriebe,Black,null,
925,Sunbeam Lotus,Talbot,null,Coupé,2171,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1982,Benzin,150,grau,40100,Ab MFK,4,Schaltgetriebe,Black,null,
926,9-5 2.3T Aero,Saab,9-5,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,Ab MFK,5,Automatik-Getriebe,Black,9.0,l/100km
927,R8 Coupé 5.2,Audi,R8,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,schwarz,26500,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,13.7,l/100km
928,null,Lincoln,Continental,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,Ab MFK,5,Automat,Black,null,
929,Ghibli 2.8 GT,Maserati,GHIBLI,Coupé,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,284,beige,40600,Ab MFK,5,Automat,Black,null,
930,S 500 L,Mercedes-Benz,S 500,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,schwarz,74500,Ab MFK,5,Automat,Black,13.4,l/100km
931,DB9 Volante,Aston Martin,DB9,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,schwarz,31800,Ab MFK,4,Automat sequentiell,Anthracite,16.5,l/100km
932,Integrale EVO,Lancia,DELTA,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,68000,Ab MFK,5,Schaltgetriebe,Blue,null,
933,525i,BMW,525,Limousine,2494,Zuzwil,225 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,2002,Benzin,193,beige,125900,Ab MFK,5,Automatik-Getriebe,Black,9.4,l/100km
934,M6,BMW,M6,Cabriolet,4395,Zuzwil,239 g/km,Occasion,G,10.3 l/100km,2,Hinterradantrieb,6,2012,Benzin,560,schwarz,66800,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,10.3,l/100km
935,CLK 63 AMG Black Series,Mercedes-Benz,CLK 63 AMG,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,schwarz,45000,Ab MFK,2,Automat sequentiell,Black,15.3,l/100km
936,Turbo ll 3.6,Porsche,911,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,Ab MFK,2,Schaltgetriebe,Black,null,
937,S 320,Mercedes-Benz,S 320,Limousine,3199,Zuzwil,305 g/km,Occasion,null,13.4 l/100km,4,Hinterradantrieb,8,1997,Benzin,231,grau,58000,Ab MFK,5,Automat,Black,13.4,l/100km
938,911 Turbo,Porsche,911,Coupé,3299,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1984,Benzin,300,schwarz,63500,Ab MFK,4,Schaltgetriebe manuell,Black,null,
939,Accord Coupé V6 3.0i VTEC,Honda,ACCORD,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,anthrazit,186000,Ab MFK,5,Automat,Black,10.7,l/100km
940,RS5 Coupé 4.2FSI quattro,Audi,RS5,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,schwarz,31750,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,10.8,l/100km
941,458 Italia 4.5 V8,Ferrari,458,Coupé,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,10,2010,Benzin,566,rot,680,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,11.8,l/100km
942,null,Rolls-Royce,Silver Spur,Limousine,6747,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1988,null,215,beige,73800,Ab MFK,5,Automatik-Getriebe,Black,null,
943,TTS,NSU,null,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,schwarz,75000,Ab MFK,4,Schaltgetriebe,Blue,null,
944,XKR 5.0 V8 SC,Jaguar,XK,Cabriolet,5000,Zuzwil,292 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,3,2009,Benzin,510,schwarz,49500,Ab MFK,4,Automat sequentiell,Black,12.5,l/100km
945,535d xDrive,BMW,535,Limousine,2993,Zuzwil,149 g/km,Occasion,D,5.7 l/100km,4,Allrad,4,2012,Diesel,313,grau,82000,Ab MFK,5,Automat sequentiell,Black,5.7,l/100km
946,911 GT2,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,5,2002,Benzin,462,schwarz,38200,"Ab MFK, Tuning",4,Schaltgetriebe manuell,Black,12.9,l/100km
947,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,grau,8000,Ab MFK,2,Automat sequentiell,Black,12.1,l/100km
948,Huracan LP610-4 Coupé,Lamborghini,HURACAN,Coupé,5204,Zuzwil,280 g/km,Occasion,G,12.0 l/100km,2,Allrad,1,2016,Benzin,610,schwarz,2100,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,12.0,l/100km
949,BLACK SERIES,Mercedes-Benz,C 63 AMG,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,517,schwarz,500,Ab MFK,2,Automatik-Getriebe,Black,null,
950,740iL,BMW,740,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,5,1999,Benzin,286,schwarz,18300,Ab MFK,5,Automat,Black,13.3,l/100km
951,GT3 CUP,Porsche,911,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,null,7000,"Ab MFK, Tuning",0,Schaltgetriebe,Black,null,
952,612,Ferrari,612,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,schwarz,113800,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,20.7,l/100km
953,328i A Cabrio,BMW,328,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,beige,49900,Ab MFK,4,Automat,Black,10.4,l/100km
954,2000GT,Toyota,CELICA,Coupé,1988,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1976,Benzin,120,mehrfarbig,38700,Ab MFK,4,Schaltgetriebe manuell,Blue,null,
955,911 Carrera 4,Porsche,911,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,blau,134100,Ab MFK,4,Schaltgetriebe manuell,Black,null,
956,Delta HF Integrale Evo 4V,Lancia,DELTA,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,12,1993,Benzin,212,grau,131000,Ab MFK,5,Schaltgetriebe manuell,Black,null,
957,BJ 40 LT,Toyota,LAND CRUISER,SUV / Geländewagen,2977,Zuzwil,null,Occasion,null,null,3,Allrad,7,1979,Diesel,0,mehrfarbig,240500,null,6,Schaltgetriebe,Black,null,
958,Coupé GT,Maserati,COUPÉ GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,mehrfarbig,38900,"Ab MFK, Direkt-/Parallelimport",4,Automatisiertes Schaltgetriebe,Black,17.5,l/100km
959,HPU Hurricane TC,Harley-Davidson,null,null,1449,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,4,2006,Benzin,0,null,100,null,0,Schaltgetriebe,Black,null,
960,Range Rover 4.6 HSE,Land Rover,RANGE ROVER,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1994,Benzin,226,grau,87000,Ab MFK,5,Automat,Black,16.2,l/100km
961,CL 65 AMG,Mercedes-Benz,CL 65 AMG,Coupé,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,5,2008,Benzin,612,beige,43000,Ab MFK,4,Automat sequentiell,Black,14.8,l/100km
962,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,96400,Ab MFK,2,Automat,Black,14.4,l/100km
963,323 i E21,BMW,null,Coupé,2315,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1979,Benzin,143,blau,157400,null,5,Schaltgetriebe,Black,null,
964,GranTurismo,Maserati,GRANTURISMO,Coupé,4244,Zuzwil,330 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,12,2009,Benzin,405,braun,8700,"Ab MFK, Direkt-/Parallelimport",4,Automat sequentiell,Black,14.3,l/100km
965,CL 500,Mercedes-Benz,CL 500,Coupé,5461,Zuzwil,288 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,9,2006,Benzin,388,schwarz,15100,Ab MFK,4,Automat sequentiell,Blue,12.3,l/100km
966,Fortwo passion,Smart,FORTWO,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,schwarz,165000,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,5.3,l/100km
967,S6 Avant quattro,Audi,S6,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,schwarz,211000,Ab MFK,5,Automat,Black,14.6,l/100km
968,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2000,Benzin,420,schwarz,80000,Ab MFK,4,Automatik-Getriebe,Black,12.9,l/100km
969,R 500 4Matic,Mercedes-Benz,R 500,Kombi,4966,Zuzwil,331 g/km,Neu,G,13.9 l/100km,5,Allrad,1,2006,Benzin,306,schwarz,500,Ab MFK,6,Automat sequentiell,Black,13.9,l/100km
970,Convertible,Rolls-Royce,CORNICHE,Cabriolet,0,Basel,null,Oldtimer,null,null,0,Hinterradantrieb,1,1982,Benzin,0,anthrazit,70000,null,4,Automatik-Getriebe,Black,null,
971,911 Carrera 4,Porsche,911,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,4,1999,Benzin,300,null,35100,Ab MFK,4,Schaltgetriebe manuell,Silver,12.0,l/100km
972,Delta HF Integrale Evo 4V,Lancia,DELTA,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,1,1994,Benzin,212,beige,130300,Ab MFK,5,Schaltgetriebe manuell,Silver,null,
973,1300 Junior,Alfa Romeo,GT,Limousine,1290,Zuzwil,null,Occasion,null,null,2,null,6,1972,Benzin,0,schwarz,79380,null,5,Schaltgetriebe manuell,Silver,null,
974,599 GTB HGTE,Ferrari,599,Coupé,5999,Zuzwil,415 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,4,2010,Benzin,620,schwarz,28900,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,17.9,l/100km
975,Daytona Plexiglas,Ferrari,365,Coupé,4390,Sursee,null,Oldtimer,null,null,2,null,9,1970,Benzin,352,schwarz,8000,null,2,null,Silver,null,
976,F355 Berlinetta,Ferrari,F355,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1995,Benzin,380,schwarz,78000,Ab MFK,2,Schaltgetriebe manuell,Blue,20.8,l/100km
977,Alpine A310 V6 VFA-2700 VAA,Renault,ALPINE,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1984,Benzin,150,schwarz,78000,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
978,E 55 AMG Avantgarde,Mercedes-Benz,E 55 AMG,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,2,2004,Benzin,476,schwarz,147400,Ab MFK,5,Automat,Silver,12.9,l/100km
979,C 280 Elégance,Mercedes-Benz,C 280,Kombi,2799,Zuzwil,245 g/km,Occasion,G,10.2 l/100km,5,Hinterradantrieb,6,1997,Benzin,197,schwarz,62500,Ab MFK,5,Automat,Silver,10.2,l/100km
980,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,schwarz,144200,Ab MFK,5,Automat sequentiell,Silver,14.6,l/100km
981,S8 4.2 quattro,Audi,S8,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,1,1998,Benzin,340,schwarz,57000,Ab MFK,5,Automatik-Getriebe,Silver,14.3,l/100km
982,Touareg 5.0 TDI V10,VW,TOUAREG,SUV / Geländewagen,4921,Zuzwil,332 g/km,Occasion,G,12.3 l/100km,5,Allrad,11,2003,Diesel,313,schwarz,117800,Ab MFK,5,Automat,Silver,12.3,l/100km
983,200 SX 1.8 16V Turbo,Nissan,200 SX,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,mehrfarbig,162900,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
984,599 GTB,Ferrari,599,Coupé,5999,Zuzwil,415 g/km,Vorführmodell,G,17.9 l/100km,2,Hinterradantrieb,4,2008,Benzin,620,grau,26000,null,2,Automatisiertes Schaltgetriebe,Silver,17.9,l/100km
985,911 Turbo II,Porsche,911,Coupé,3297,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1991,Benzin,320,rot,101300,Ab MFK,4,Schaltgetriebe manuell,Silver,null,
986,BLACK SERIES,Mercedes-Benz,SL 65 AMG,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,schwarz,34000,Ab MFK,2,Automatik-Getriebe,Silver,null,
987,M3,BMW,M3,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,Ab MFK,4,Automatisiertes Schaltgetriebe,Blue,13.6,l/100km
988,RS4 4.2 V8 quattro,Audi,RS4,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,0,2011,Benzin,420,schwarz,1350,Ab MFK,5,Schaltgetriebe manuell,Silver,13.5,l/100km
989,CL 600,Mercedes-Benz,CL 600,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2000,Benzin,367,schwarz,75400,"Ab MFK, Direkt-/Parallelimport",4,Automat,Silver,13.4,l/100km
990,911 GT3,Porsche,911,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,360,null,47900,Ab MFK,4,Schaltgetriebe manuell,Silver,12.9,l/100km
991,Touareg 5.0 TDI V10,VW,TOUAREG,SUV / Geländewagen,4921,Zuzwil,346 g/km,Occasion,G,12.8 l/100km,5,Allrad,9,2006,Diesel,313,null,104500,Ab MFK,5,Automat,Silver,12.8,l/100km
992,DB9,Aston Martin,DB9,Coupé,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,457,schwarz,40800,Ab MFK,4,Automat sequentiell,Silver,16.5,l/100km
993,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,Ab MFK,5,Automat,Silver,null,
994,CL 600,Mercedes-Benz,CL 600,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,7,2003,Benzin,500,beige,22400,Ab MFK,4,Automat,Silver,14.7,l/100km
995,null,Ford ,MUSTANG,Cabriolet,7200,Sursee,null,Occasion,null,null,3,Hinterradantrieb,3,1968,Benzin,360,schwarz,1000,null,4,Automat,Silver,null,
996,Corvette ZR1,Chevrolet,CORVETTE,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,Ab MFK,2,Schaltgetriebe manuell,Silver,15.0,l/100km
997,F360 Spider,Ferrari,F360,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,400,beige,55800,Ab MFK,2,Automatik-Getriebe,Silver,19.3,l/100km
998,Charade 1.0 Turbo,Daihatsu,CHARADE,Kleinwagen,993,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,9,1985,Benzin,68,mehrfarbig,61800,Ab MFK,4,Schaltgetriebe manuell,Blue,null,
999,545i,BMW,545,Limousine,4398,Zuzwil,264 g/km,Occasion,null,10.9 l/100km,4,Hinterradantrieb,9,2003,Benzin,333,beige,33600,Ab MFK,5,Automatik-Getriebe,Silver,10.9,l/100km
1000,C 240 Elégance,Mercedes-Benz,C 240,Limousine,2597,Zuzwil,257 g/km,Occasion,null,10.7 l/100km,4,Hinterradantrieb,7,2000,Benzin,170,grau,162900,Ab MFK,5,Automatik-Getriebe,Silver,10.7,l/100km
1001,Coupé GranSport,Maserati,GRANSPORT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,400,schwarz,38400,"Ab MFK, Direkt-/Parallelimport",4,Automatisiertes Schaltgetriebe,Silver,17.5,l/100km
1002,SL 65 AMG,Mercedes-Benz,SL 65 AMG,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,rot,24000,"Ab MFK, Direkt-/Parallelimport",2,Automat sequentiell,Silver,14.0,l/100km
1003,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,grau,82100,Ab MFK,4,Automatik-Getriebe,Silver,12.9,l/100km
1004,TT,NSU,null,Limousine,1177,Zuzwil,null,Occasion,null,null,2,null,4,1972,Benzin,65,schwarz,82804,Ab MFK,5,Schaltgetriebe,Silver,null,
1005,MP4-12C Coupé 3.8 V8,Mclaren,12C,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,1200,Ab MFK,2,Automatisiertes Schaltgetriebe,Silver,11.7,l/100km
